domain,label,confidence,text_score,vision_score,reasons,image_count,error,started_at,finished_at,stage_used,nav_count,heading_count
www.susa.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:20:05.103843,2025-11-07T16:20:07.500690,playwright,0,0
anita.net,Pure Bodywear,0.765,0.0,0.85,vision_screenshot:0.85;text_extraction_failed,1,,2025-11-07T16:20:07.781514,2025-11-07T16:20:10.474960,playwright,0,0
lisecharmel.fr,Pure Bodywear,0.8238636363636364,0.7977272727272727,0.85,"bodywear:lingerie,loungewear,nuit;generalist:accessoires;vision_screenshot:0.85",1,,2025-11-07T16:20:10.810357,2025-11-07T16:20:14.309989,http+vision,45,10
simone-perele.fr,Bodywear Leaning,0.4,0.8,0.0,"bodywear:lingerie,shapewear,loungewear,nuit;generalist:accessoires;vision_screenshot:0.00",1,,2025-11-07T16:20:14.615669,2025-11-07T16:20:18.470334,http+vision,146,10
wunderwear.dk,Pure Bodywear,0.9232142857142858,0.9232142857142858,,"bodywear:pyjamas,shapewear,loungewear,bh;generalist:sneaker",0,,2025-11-07T16:20:18.759562,2025-11-07T16:20:20.962210,http,97,9
kult-olymp-hades.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:20:21.224399,2025-11-07T16:20:22.935279,http,6,0
mode-schroeder.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:20:23.201279,2025-11-07T16:20:23.829736,http,35,4
toni-fashion.de,Generalist,1.0,0.0,,generalist:jeans,0,,2025-11-07T16:20:24.098616,2025-11-07T16:20:25.407989,http,14,8
braun-hamburg.com,Generalist,1.0,0.0,,"bodywear:underwear,nightwear;generalist:jeans,boots,accessoires",0,,2025-11-07T16:20:25.666001,2025-11-07T16:20:25.951301,http,91,8
heingericke.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:20:26.212718,2025-11-07T16:20:26.849573,playwright,0,0
lisca.si,Pure Bodywear,0.8888888888888888,0.8888888888888888,,"bodywear:briefs,string",0,,2025-11-07T16:20:27.113016,2025-11-07T16:20:27.545071,http,98,10
strenesse.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:20:27.805180,2025-11-07T16:20:35.979675,playwright,0,0
orsay.com,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:20:36.267539,2025-11-07T16:20:39.178178,playwright,0,0
outfittery.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:20:39.461662,2025-11-07T16:20:40.416677,playwright,0,0
euromoda-neuss.com,Pure Bodywear,0.8565217391304347,0.8565217391304347,,bodywear:lingerie;generalist:home,0,,2025-11-07T16:20:40.682319,2025-11-07T16:20:42.782364,http,69,10
stylight.de,Generalist,1.0,0.0,,"generalist:accessoires,schuhe,wohnen",0,,2025-11-07T16:20:43.055812,2025-11-07T16:20:43.434118,http,94,10
breuninger.de,Generalist,1.0,0.0,,"generalist:kids,home,beauty",0,,2025-11-07T16:20:43.715158,2025-11-07T16:20:44.108723,http,5,10
hosierycenter.nl,Bodywear Leaning,0.625,0.5,0.75,bodywear:bodywear;vision_screenshot:0.75,1,,2025-11-07T16:20:44.364520,2025-11-07T16:20:47.453793,http+vision,82,10
spirit-of-om.de,Generalist,0.9803571428571428,0.0196428571428571,,"bodywear:bras;generalist:accessoires,jacken,wohnen",0,,2025-11-07T16:20:47.720458,2025-11-07T16:20:48.093083,http,122,10
onthatass.com,Bodywear Leaning,0.675,0.0,0.75,vision_screenshot:0.75;text_extraction_failed,1,,2025-11-07T16:20:48.349381,2025-11-07T16:20:51.541186,playwright,0,0
oceansapart.com,Bodywear Leaning,0.5,0.5192307692307692,0.0,"bodywear:underwear,bras,panties;generalist:coats,jackets,accessories;vision_screenshot:0.00",1,,2025-11-07T16:20:51.835052,2025-11-07T16:20:55.944164,http+vision,102,8
thewoodygroup.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:20:56.226358,2025-11-07T16:20:56.929571,http,22,7
weard.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:20:57.190665,2025-11-07T16:21:03.824792,playwright,0,0
portokalada.fr,Bodywear Leaning,0.5,0.5842105263157894,0.0,"bodywear:tanga,culotte,maillot de bain,maillots;generalist:accessoires;vision_screenshot:0.00",1,,2025-11-07T16:21:04.101301,2025-11-07T16:21:08.329106,http+vision,37,10
snocks.com,Pure Bodywear,0.81375,0.7775000000000001,0.85,"bodywear:pyjamas,trunks,slips,boxershorts,unterwäsche;generalist:accessoires;vision_screenshot:0.85",1,,2025-11-07T16:21:08.620603,2025-11-07T16:21:13.258198,http+vision,48,10
marcandandre.com,Pure Bodywear,0.9666666666666668,0.9666666666666668,,"bodywear:lingerie,loungewear",0,,2025-11-07T16:21:13.564709,2025-11-07T16:21:17.952520,http,30,8
scotta1985.com,Generalist,1.0,0.0,,"generalist:vaqueros,chaquetas,zapatos",0,,2025-11-07T16:21:18.223364,2025-11-07T16:21:18.943716,http,150,0
elg-corporate.com,Pure Bodywear,0.8333333333333334,0.8333333333333334,,bodywear:lingerie,0,,2025-11-07T16:21:19.242975,2025-11-07T16:21:19.551425,http,24,9
rosmelingerie.com,Pure Bodywear,0.9761904761904762,0.9761904761904762,,"bodywear:underwear,bras,briefs,nightwear,pajamas",0,,2025-11-07T16:21:19.817112,2025-11-07T16:21:21.119776,http,103,10
pompea.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T16:21:21.393846,2025-11-07T16:21:27.501323,playwright,0,0
www.pipstudio.nl,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:21:27.779845,2025-11-07T16:21:35.872218,playwright,0,0
dedoles.sk,Generalist,1.0,0.0,,,0,,2025-11-07T16:21:36.207587,2025-11-07T16:21:37.263270,http,120,10
ysabelmora.com,Generalist,1.0,0.0,,,0,,2025-11-07T16:21:37.581523,2025-11-07T16:21:40.538049,playwright,0,0
melebeach.com,Generalist,1.0,0.0,,"generalist:chaquetas,accesorios,bolsos",0,,2025-11-07T16:21:40.808438,2025-11-07T16:21:42.194062,http,82,9
calamoon.es,Generalist,0.9125,0.175,0.0,bodywear:swimwear;generalist:kids;vision_screenshot:0.00,1,,2025-11-07T16:21:42.472551,2025-11-07T16:21:45.306279,http+vision,26,6
bohodot.es,Generalist,0.8777777777777778,0.1222222222222222,,"bodywear:sleepwear;generalist:kids,accessories,bags",0,,2025-11-07T16:21:45.655777,2025-11-07T16:21:46.734787,http,49,10
grupodocor.com,Bodywear Leaning,0.4609375,0.721875,0.2,"bodywear:swimwear,bikini,bañador;generalist:kids,accessories;vision_screenshot:0.20",1,,2025-11-07T16:21:47.063684,2025-11-07T16:21:51.391854,http+vision,93,10
belamer.co,Generalist,0.76875,0.4625,0.0,bodywear:bras;generalist:accessories;vision_screenshot:0.00,1,,2025-11-07T16:21:51.745800,2025-11-07T16:21:55.984984,http+vision,29,9
sistersrepublic.com,Bodywear Leaning,0.6138888888888889,0.3777777777777777,0.85,"bodywear:culotte,maillots;generalist:accessoires,maison;vision_screenshot:0.85",1,,2025-11-07T16:21:56.258264,2025-11-07T16:22:02.007157,http+vision,28,10
theunderdays.com,Pure Bodywear,0.765,0.0,0.85,vision_screenshot:0.85;text_extraction_failed,1,,2025-11-07T16:22:02.676053,2025-11-07T16:22:07.822094,playwright,0,0
topissima.com,Generalist,1.0,0.0,,generalist:accessories,0,,2025-11-07T16:22:08.115004,2025-11-07T16:22:08.573218,http,47,5
augustineamsterdam.com,Generalist,1.0,0.0,,generalist:bags,0,,2025-11-07T16:22:08.837085,2025-11-07T16:22:10.013604,http,15,9
bodycovergroup.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:22:10.266346,2025-11-07T16:22:10.603625,http,18,1
pimkie.com,Generalist,1.0,0.0,,"bodywear:loungewear;generalist:boots,accessoires,chaussures",0,,2025-11-07T16:22:10.868444,2025-11-07T16:22:11.189150,http,53,1
reinaolga.com,Pure Bodywear,0.8238636363636364,0.7977272727272727,0.85,"bodywear:swimwear,swim,bikini;generalist:accessories;vision_screenshot:0.85",1,,2025-11-07T16:22:11.451872,2025-11-07T16:22:15.792903,http+vision,72,4
voyeurx.nl,Bodywear Leaning,0.5,0.6409090909090909,0.0,bodywear:lingerie;generalist:accessoires;vision_screenshot:0.00,1,,2025-11-07T16:22:16.070987,2025-11-07T16:22:20.060128,http+vision,39,10
ilgabbianobeachwear.com,Bodywear Leaning,0.5,0.6699999999999999,0.0,"bodywear:bikini,slip;generalist:home;vision_screenshot:0.00",1,,2025-11-07T16:22:20.354078,2025-11-07T16:22:24.004732,http+vision,61,8
agerti.be,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:22:24.288657,2025-11-07T16:22:27.396057,http,12,1
magicbodyfashion.net,Pure Bodywear,0.9243243243243244,0.9243243243243244,,"bodywear:bra,panties,shapewear;generalist:outerwear,beauty",0,,2025-11-07T16:22:27.684335,2025-11-07T16:22:29.032652,http,94,10
etam.com,Pure Bodywear,0.9046218487394958,0.9046218487394958,,"bodywear:lingerie,pyjamas,loungewear;generalist:accessoires",0,,2025-11-07T16:22:29.324776,2025-11-07T16:22:29.638570,http,97,7
aubade.eu,Pure Bodywear,0.81,0.0,0.9,vision_screenshot:0.90;text_extraction_failed,1,,2025-11-07T16:22:29.903363,2025-11-07T16:22:33.016697,playwright,0,0
ellegroup.it,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:22:33.299750,2025-11-07T16:22:34.495017,http,38,10
waycph.com,Generalist,1.0,0.0,,generalist:accessories,0,,2025-11-07T16:22:34.769137,2025-11-07T16:22:35.002182,http,38,8
deardenier.dk,Bodywear Leaning,0.475,0.8,0.15,bodywear:slip;vision_screenshot:0.15,1,,2025-11-07T16:22:35.275590,2025-11-07T16:22:39.373350,http+vision,50,4
engelvaartbodywear.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:22:39.657364,2025-11-07T16:22:41.719441,playwright,0,0
dim.com,Pure Bodywear,0.765,0.0,0.85,vision_screenshot:0.85;text_extraction_failed,1,,2025-11-07T16:22:42.010214,2025-11-07T16:22:50.734920,playwright,0,0
loungeunderwear.com,Pure Bodywear,0.855,0.0,0.95,vision_screenshot:0.95;text_extraction_failed,1,,2025-11-07T16:22:51.011118,2025-11-07T16:22:53.904460,playwright,0,0
impetus.pt,Bodywear Leaning,0.5,0.6666666666666666,0.05,"bodywear:underwear,nightwear;vision_screenshot:0.05",1,,2025-11-07T16:22:54.184651,2025-11-07T16:22:57.802312,http+vision,42,4
americansocks.com,Generalist,0.845,0.21,0.1,"bodywear:underwear;generalist:coats,jackets,accessories;vision_screenshot:0.10",1,,2025-11-07T16:22:58.088307,2025-11-07T16:23:02.758805,http+vision,52,9
lapartisienne.fr,Bodywear Leaning,0.5,0.6821428571428572,0.0,bodywear:lingerie;generalist:baby;vision_screenshot:0.00,1,,2025-11-07T16:23:03.046440,2025-11-07T16:23:08.752512,http+vision,18,4
cspinternational.it,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:23:09.061080,2025-11-07T16:23:09.384404,http,19,0
eu.futah.world,Generalist,1.0,0.0,,"bodywear:swimwear;generalist:jackets,kids,baby",0,,2025-11-07T16:23:09.661649,2025-11-07T16:23:10.927980,http,100,9
achieveprime.com,Pure Bodywear,0.8571428571428571,0.8571428571428571,,bodywear:bh,0,,2025-11-07T16:23:11.186486,2025-11-07T16:23:12.565190,http,108,9
trustedhandwork.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:23:12.897056,2025-11-07T16:23:14.609323,playwright,0,0
mymarini.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T16:23:14.912484,2025-11-07T16:23:20.527962,playwright,0,0
corail.co,Generalist,1.0,0.0,,generalist:sneakers,0,,2025-11-07T16:23:20.798029,2025-11-07T16:23:21.921192,http,78,10
cala1789.com,Generalist,1.0,0.0,,"generalist:accessoires,manteaux,vestes",0,,2025-11-07T16:23:22.190569,2025-11-07T16:23:23.022636,http,59,5
calzedoniagroup.com,Error,0.0,,,,0,Firecrawl API error: 408,2025-11-07T16:23:23.306290,2025-11-07T16:27:43.029837,,0,0
effek.it,Pure Bodywear,0.8015873015873015,0.8015873015873015,,"bodywear:bikini,slip,costumi;generalist:bags,accessori,borse",0,,2025-11-07T16:27:43.474255,2025-11-07T16:27:45.023204,http,99,5
le-petit-trou.com,Generalist,1.0,0.0,,,0,,2025-11-07T16:27:45.289818,2025-11-07T16:27:45.736386,http,43,9
huber-bodywear.com,Pure Bodywear,0.9777777777777776,0.9777777777777776,,"bodywear:shapewear,loungewear,slips,unterwäsche,nachtwäsche",0,,2025-11-07T16:27:46.000275,2025-11-07T16:27:46.381032,http,91,7
esge.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:27:46.639578,2025-11-07T16:27:47.000490,http,16,5
burlington.de,Generalist,1.0,0.0,,"generalist:accessories,sneaker",0,,2025-11-07T16:27:47.262652,2025-11-07T16:27:47.802809,http,30,0
ammann-bodywear.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:27:48.067099,2025-11-07T16:27:50.147366,playwright,0,0
mamarella.com,Generalist,0.7789473684210526,0.3421052631578947,0.1,"bodywear:shapewear,loungewear,nachtwäsche;generalist:baby,accessoires,mäntel;vision_screenshot:0.10",1,,2025-11-07T16:27:50.430513,2025-11-07T16:27:52.964057,http+vision,54,6
viania.com,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:27:53.253887,2025-11-07T16:27:53.543003,http,7,10
premiumbodywear.de,Generalist,0.89,0.11,,bodywear:underwear;generalist:home,0,,2025-11-07T16:27:53.814239,2025-11-07T16:27:56.331877,http,48,2
normann.de,Pure Bodywear,0.896875,0.896875,,"bodywear:pyjamas,slips,pyjama,unterwäsche,nachtwäsche;generalist:kinder",0,,2025-11-07T16:27:56.589324,2025-11-07T16:27:56.892207,http,98,10
graziellawaesche.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:27:57.151765,2025-11-07T16:28:01.086348,playwright,0,0
fab.ag,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T16:28:01.359646,2025-11-07T16:28:10.195278,,0,0
calidagroup.com,Pure Bodywear,0.765,0.0,0.85,vision_screenshot:0.85;text_extraction_failed,1,,2025-11-07T16:28:10.478083,2025-11-07T16:28:14.770759,playwright,0,0
boxerman.de,Pure Bodywear,0.9411764705882352,0.9411764705882352,,"bodywear:briefs,trunks,slips,boxershorts,boxer",0,,2025-11-07T16:28:15.153197,2025-11-07T16:28:15.307995,http,52,0
aydemirtextil.de,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:28:15.578795,2025-11-07T16:28:23.151386,playwright,0,0
ext.triumph.com,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T16:28:23.512852,2025-11-07T16:28:32.209046,,0,0
beebielove.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:28:32.588999,2025-11-07T16:28:34.465140,playwright,0,0
ochill.nl,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:28:34.838227,2025-11-07T16:28:41.942321,playwright,0,0
ao76.com,Generalist,1.0,0.0,,"bodywear:pajamas;generalist:jeans,jassen,kinderen",0,,2025-11-07T16:28:42.249035,2025-11-07T16:28:42.649786,http,142,10
belledecrecy.com,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T16:28:42.938155,2025-11-07T16:28:51.103622,,0,0
girlsinparis.com,Pure Bodywear,0.765,0.0,0.85,vision_screenshot:0.85;text_extraction_failed,1,,2025-11-07T16:28:51.389973,2025-11-07T16:28:54.128483,playwright,0,0
dalgaswim.com,Bodywear Leaning,0.55,0.5499999999999999,0.55,"bodywear:swim,bikini,trunks;generalist:accessories;vision_screenshot:0.55",1,,2025-11-07T16:28:54.417452,2025-11-07T16:28:59.603727,http+vision,45,10
cdlp.com,Pure Bodywear,0.9772727272727272,0.9772727272727272,,"bodywear:underwear,bras,swimwear,swim,boxer",0,,2025-11-07T16:28:59.879828,2025-11-07T16:29:00.592447,http,49,5
mc2saintbarth.com,Generalist,0.7776785714285714,0.2223214285714286,,"bodywear:bikini,costumi;generalist:denim,accessori,borse",0,,2025-11-07T16:29:00.852769,2025-11-07T16:29:29.103713,http,100,9
syversen.com,Pure Bodywear,0.9,0.9,,bodywear:bikini,0,,2025-11-07T16:29:29.608033,2025-11-07T16:29:30.057453,http,123,9
maryanbeachwear.com,Generalist,0.89,0.11,,bodywear:swimwear;generalist:home,0,,2025-11-07T16:29:30.322060,2025-11-07T16:29:30.502240,http,12,10
louis-louisa.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:29:30.759610,2025-11-07T16:29:31.435701,http,15,10
kamoa.at,Generalist,1.0,0.0,,,0,,2025-11-07T16:29:31.698079,2025-11-07T16:29:32.018658,http,18,0
afs-international.it,Generalist,0.83,0.34,0.0,bodywear:swimwear;generalist:home;vision_screenshot:0.00,1,,2025-11-07T16:29:32.283647,2025-11-07T16:29:35.993815,http+vision,50,8
moritz-hendel.de,Bodywear Leaning,0.5791666666666666,0.2583333333333333,0.9,bodywear:bh;generalist:accessoires;vision_screenshot:0.90,1,,2025-11-07T16:29:36.272595,2025-11-07T16:29:43.017944,http+vision,24,0
fuerstenberg-fashion.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:29:43.286130,2025-11-07T16:29:43.757032,http,13,3
bluelemon.ch,Pure Bodywear,0.979591836734694,0.979591836734694,,"bodywear:lingerie,underwear,swimwear,loungewear",0,,2025-11-07T16:29:44.028496,2025-11-07T16:29:44.769271,http,130,10
wonderlands.me,Error,0.0,,,,0,Firecrawl API error: 500,2025-11-07T16:29:45.041301,2025-11-07T16:29:54.203284,,0,0
erlich-textil.de,Pure Bodywear,0.875,0.875,,"bodywear:unterwäsche,nachtwäsche",0,,2025-11-07T16:29:54.491451,2025-11-07T16:29:54.830085,http,57,10
napo.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:29:55.090064,2025-11-07T16:29:55.249738,http,14,10
lisca.de,Pure Bodywear,0.8691176470588236,0.8691176470588236,,"bodywear:briefs,bh,slip,slips,string;generalist:accessoires",0,,2025-11-07T16:29:55.511532,2025-11-07T16:29:55.939234,http,98,10
palmers.at,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:29:56.198913,2025-11-07T16:29:58.803000,playwright,0,0
maria-dee-shop.de,Bodywear Leaning,0.6904545454545454,0.730909090909091,0.65,"bodywear:shapewear,bikini,bh,dessous;generalist:accessoires;vision_screenshot:0.65",1,,2025-11-07T16:29:59.076771,2025-11-07T16:30:02.499633,http+vision,91,2
jockey.com,Bodywear Leaning,0.5850000000000001,0.0,0.65,vision_screenshot:0.65;text_extraction_failed,1,,2025-11-07T16:30:02.791065,2025-11-07T16:30:05.401269,playwright,0,0
gattina.de,Generalist,0.8,0.3,0.1,"bodywear:dessous,nachtwäsche,bademode;generalist:home;vision_screenshot:0.10",1,,2025-11-07T16:30:05.693719,2025-11-07T16:30:08.373304,http+vision,21,7
f1-generation.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:30:08.654412,2025-11-07T16:30:15.535210,playwright,0,0
aikyou.de,Pure Bodywear,0.825,0.8,0.85,bodywear:bh;vision_screenshot:0.85,1,,2025-11-07T16:30:15.827218,2025-11-07T16:30:18.538075,http+vision,32,7
annebra-deutschland.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:30:18.822435,2025-11-07T16:30:36.130642,firecrawl,0,2
barecollective.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:30:36.569042,2025-11-07T16:30:44.620806,playwright,0,0
brandmrkt.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:30:44.983479,2025-11-07T16:30:54.147391,playwright,0,0
modecastelijn.nl,Generalist,1.0,0.0,,"generalist:jeans,jassen,schoenen",0,,2025-11-07T16:30:54.485143,2025-11-07T16:30:54.726692,http,94,8
medico-sports-fashion.de,Generalist,1.0,0.0,,generalist:home,0,,2025-11-07T16:30:54.990324,2025-11-07T16:30:56.943222,http,15,0
lovestoriesintimate.com,Generalist,1.0,0.0,0.0,vision_screenshot:0.00;text_extraction_failed,1,,2025-11-07T16:30:57.216046,2025-11-07T16:31:07.859371,playwright,0,0
martex.it,Generalist,1.0,0.0,,generalist:furniture,0,,2025-11-07T16:31:08.181182,2025-11-07T16:31:10.187218,http,47,8
protest.eu,Generalist,0.91,0.0,0.1,vision_screenshot:0.10;text_extraction_failed,1,,2025-11-07T16:31:10.468720,2025-11-07T16:31:13.908021,playwright,0,0
ulla.de,Pure Bodywear,0.96,0.96,,"bodywear:lingerie,bh,slips,dessous,bademode",0,,2025-11-07T16:31:14.251522,2025-11-07T16:31:14.923112,http,65,5
huberholding.com,Bodywear Leaning,0.4625,0.4625,,bodywear:bodywear;generalist:home,0,,2025-11-07T16:31:15.201106,2025-11-07T16:31:35.193934,firecrawl,21,0
speidel-lingerie.de,Pure Bodywear,0.975,0.975,,"bodywear:shapewear,bh,slip,slips,string",0,,2025-11-07T16:31:35.552044,2025-11-07T16:31:35.883495,http,54,8
novila.de,Pure Bodywear,0.7,0.75,0.65,"bodywear:unterwäsche,nachtwäsche;vision_screenshot:0.65",1,,2025-11-07T16:31:36.168298,2025-11-07T16:31:41.247016,http+vision,21,10
felina.de,Generalist,1.0,0.0,,,0,,2025-11-07T16:31:41.536726,2025-11-07T16:31:41.999450,http,65,0
https://beachlife.com,Error,0.0,,,,0,Firecrawl API error: 400,2025-11-07T16:31:42.275763,2025-11-07T16:31:49.699369,,0,0
